ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL
2025;03;PE;RECIFE                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;S;1
2025;03;PE;RECIFE                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;PE;RECIFE                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Sub Judice                                                                ;S;1
2025;03;PE;RECIFE                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;03;PI;BARRA D´ALCÂNTARA                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;PI;CAMPO MAIOR                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;PI;PIRIPIRI                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;03;PI;SÃO JOÃO DO PIAUÍ                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;03;PI;TERESINA                           ;Pistola                                           ;DFA AREX DELTA                                                        ;9x19mm                                            ;Apostilada no Exercito                                                    ;S;1
2025;03;PI;TERESINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;PI;TERESINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;3
2025;03;PR;ASSAÍ                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;03;PR;CAMPO MOURÃO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;PR;CASCAVEL                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;S;1
2025;03;PR;CATANDUVAS                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;32                                                ;Campanha do Desarmamento                                                  ;N;1
2025;03;PR;CURITIBA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;PR;CURITIBA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;03;PR;FAROL                              ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;03;PR;FOZ DO IGUAÇU                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo                                               ;S;1
2025;03;PR;FRANCISCO BELTRÃO                  ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;PR;FRANCISCO BELTRÃO                  ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9x19mm                                            ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;PR;FRANCISCO BELTRÃO                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;PR;FRANCISCO BELTRÃO                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;03;PR;FRANCISCO BELTRÃO                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;PR;FRANCISCO BELTRÃO                  ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;PR;GUARAPUAVA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo                                               ;S;1
2025;03;PR;LONDRINA                           ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Campanha do Desarmamento                                                  ;S;1
2025;03;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;03;PR;LONDRINA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;03;PR;MANOEL RIBAS                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;PR;MARINGÁ                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Roubo de Arma de Fogo                                                     ;S;1
2025;03;PR;MEDIANEIRA                         ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9x19mm                                            ;Apostilada no Exercito                                                    ;N;1
2025;03;PR;PALMAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;PR;PINHAIS                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.37 Maynard                                       ;Campanha do Desarmamento                                                  ;S;1
2025;03;PR;PONTA GROSSA                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;PR;RIO BONITO DO IGUAÇU               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Sub Judice                                                                ;N;1
2025;03;PR;RIO BONITO DO IGUAÇU               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Sub Judice                                                                ;N;1
2025;03;PR;SÃO MIGUEL DO IGUAÇU               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Campanha do Desarmamento                                                  ;N;1
2025;03;RJ;ITATIAIA                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito                                                    ;N;1
2025;03;RJ;NITERÓI                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Apostilada no Exercito                                                    ;S;1
2025;03;RJ;NITERÓI                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Carabina                                          ;WINCHESTER                                                            ;.44 Magnum                                        ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Revolver                                          ;SMITH & WESSON                                                        ;.32                                               ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RJ;RIO DE JANEIRO                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;03;RJ;SÃO JOÃO DE MERITI                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;03;RN;ACARI                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;N;1
2025;03;RN;APODI                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;BREJINHO                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;CURRAIS NOVOS                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;MACAÍBA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;MACAÍBA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;MACAÍBA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Arrecadação                                                               ;N;1
2025;03;RN;MOSSORÓ                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RN;MOSSORÓ                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RN;NATAL                              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RN;NATAL                              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Campanha do Desarmamento                                                  ;S;1
2025;03;RN;NATAL                              ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;12                                                ;Campanha do Desarmamento                                                  ;S;1
2025;03;RN;NATAL                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RN;NATAL                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40                                               ;Recuperação de Arma de Fogo                                               ;S;1
2025;03;RN;NATAL                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;S;2
2025;03;RN;NATAL                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;3
2025;03;RN;NATAL                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo                                               ;S;1
2025;03;RN;NATAL                              ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;03;RN;NATAL                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recuperação de Arma de Fogo                                               ;S;1
2025;03;RN;PARELHAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;PARNAMIRIM                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RN;PARNAMIRIM                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RN;PARNAMIRIM                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RN;PENDÊNCIAS                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RN;SÃO GONÇALO DO AMARANTE            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;3
2025;03;RO;ARIQUEMES                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RO;CACOAL                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;03;RO;CANDEIAS DO JAMARI                 ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;03;RO;PIMENTA BUENO                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Remetida ao Exército para destruição                                      ;N;1
2025;03;RO;PORTO VELHO                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RO;PORTO VELHO                        ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;28                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RO;PORTO VELHO                        ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RO;PORTO VELHO                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RO;PORTO VELHO                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RO;PORTO VELHO                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;03;RO;PORTO VELHO                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RO;ROLIM DE MOURA                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;03;RO;ROLIM DE MOURA                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;N;1
2025;03;RO;SÃO MIGUEL DO GUAPORÉ              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;03;RO;THEOBROMA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Remetida ao Exército para destruição                                      ;N;1
2025;03;RO;VILHENA                            ;Pistola                                           ;BERSA                                                                 ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2025;03;RO;VILHENA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;03;RO;VILHENA                            ;Revolver                                          ;SENTINEL                                                              ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;S;1
2025;03;RO;VILHENA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2025;03;RO;VILHENA                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;S;1
2025;03;RR;BOA VISTA                          ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;AGUDO                              ;Rifle                                             ;NÃO IDENTIFICADA                                                      ;.22 LR                                            ;Remetida ao Exército para destruição                                      ;N;1
2025;03;RS;ALEGRETE                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;RS;ALVORADA                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;20                                                ;Campanha do Desarmamento                                                  ;S;1
2025;03;RS;ALVORADA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;ALVORADA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;6,35mm                                            ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;03;RS;AMARAL FERRADOR                    ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;AMETISTA DO SUL                    ;Pistola                                           ;STAR (BONIFACIO ECHEVERRIA)                                           ;.22 LR                                            ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;ARROIO DO PADRE                    ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Campanha do Desarmamento                                                  ;N;1
2025;03;RS;ARROIO DO PADRE                    ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2025;03;RS;ARROIO DO TIGRE                    ;Revolver                                          ;DOBERMAN                                                              ;.32                                               ;Campanha do Desarmamento                                                  ;N;1
2025;03;RS;ARROIO DOS RATOS                   ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Arrecadação                                                               ;N;1
2025;03;RS;ARVOREZINHA                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;RS;AUGUSTO PESTANA                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;BARRA DO GUARITA                   ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;BARROS CASSAL                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;BOA VISTA DO BURICÁ                ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;03;RS;BOM RETIRO DO SUL                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;03;RS;CACHOEIRA DO SUL                   ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;03;RS;CACHOEIRINHA                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CAMPESTRE DA SERRA                 ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;.32                                               ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CAMPINAS DO SUL                    ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CANELA                             ;Pistola                                           ;BROWNING ARMS COMPANY                                                 ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CANGUÇU                            ;Espingarda                                        ;ZABALA (ZABALA HERMANOS S.A.)                                         ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;03;RS;CANOAS                             ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.38 TPC                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CANOAS                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RS;CAPÃO DA CANOA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CAPÃO DA CANOA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;03;RS;CAPÃO DA CANOA                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recuperação de Arma de Fogo                                               ;N;1
2025;03;RS;CAPÃO DO CIPÓ                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CAPÃO DO CIPÓ                      ;Pistola                                           ;DFA AREX DELTA                                                        ;9x19mm                                            ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CARAZINHO                          ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;12                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CARAZINHO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CARAZINHO                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;N;1
2025;03;RS;CATUÍPE                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreensão de Arma de Fogo                                                 ;N;1
2025;03;RS;CATUÍPE                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;03;RS;CAXIAS DO SUL                      ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;16                                                ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;24                                                ;Campanha do Desarmamento                                                  ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.410/36                                           ;Campanha do Desarmamento                                                  ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;S;2
2025;03;RS;CAXIAS DO SUL                      ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.38 TPC                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Furto de Arma de Fogo                                                     ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo                                                 ;S;2
2025;03;RS;CAXIAS DO SUL                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo                                                 ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Rifle                                             ;WALTHER (CARL WALTHER GMBH SPORTWAFFEN)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2025;03;RS;CAXIAS DO SUL                      ;Rifle                                             ;ZBROJOVKA BRNO                                                        ;.243 Win                                          ;Apostilada no Exercito                                                    ;S;1
2025;03;RS;CAÇAPAVA DO SUL                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo                                               ;N;1
