ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;1;RS;SANTA MARIA                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SANTA MARIA                        ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SANTA MARIA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Sub Judice;S;1;2025-01-01
2025;1;RS;SANTA MARIA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;S;2;2025-01-01
2025;1;RS;SANTA MARIA                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SANTA MARIA                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;2;2025-01-01
2025;1;RS;SANTA MARIA                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SANTA MARIA                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Sub Judice;S;1;2025-01-01
2025;1;RS;SANTA ROSA                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTA ROSA                         ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.40 S&W                                           ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTA ROSA                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTIAGO                           ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTO ANTÔNIO DA PATRULHA          ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTO ANTÔNIO DAS MISSÕES          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTO ÂNGELO                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SANTO ÂNGELO                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;RS;SANTO ÂNGELO                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SAPUCAIA DO SUL                    ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SAPUCAIA DO SUL                    ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;RS;SEBERI                             ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SEDE NOVA                          ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SOLEDADE                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SOLEDADE                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Roubo de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SÃO BORJA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SÃO FRANCISCO DE PAULA             ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SÃO GABRIEL                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SÃO JERÔNIMO                       ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;28                                                ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;RS;SÃO LEOPOLDO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SÃO LEOPOLDO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SÃO LEOPOLDO                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SÃO LEOPOLDO                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;RS;SÃO LEOPOLDO                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-01-01
2025;1;RS;SÃO LOURENÇO DO SUL                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;36                                                ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;SÃO MARTINHO                       ;Rifle                                             ;WINCHESTER                                                            ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-01-01
2025;1;RS;TAPEJARA                           ;Pistola                                           ;BOITO (E.R. AMANTINO & CIA)                                           ;36                                                ;Roubo de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TAPEJARA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;2;2025-01-01
2025;1;RS;TAPEJARA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Roubo de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TAPERA                             ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;RS;TAPES                              ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9x19mm                                            ;Apostilada no Exercito;N;1;2025-01-01
2025;1;RS;TAQUARI                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito;N;1;2025-01-01
2025;1;RS;TENENTE PORTELA                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TEUTÔNIA                           ;Pistola                                           ;IMBEL                                                                 ;.45                                               ;Apostilada no Exercito;N;1;2025-01-01
2025;1;RS;TEUTÔNIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;N;1;2025-01-01
2025;1;RS;TRAMANDAÍ                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TRIUNFO                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TRÊS CACHOEIRAS                    ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TRÊS PASSOS                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TUPANCIRETÃ                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;RS;TUPANCIRETÃ                        ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;TUPANCIRETÃ                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;RS;URUGUAIANA                         ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;RS;VALE DO SOL                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;VENÂNCIO AIRES                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;VIAMÃO                             ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;20                                                ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;RS;VIAMÃO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;RS;VIAMÃO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;S;1;2025-01-01
2025;1;RS;VISTA ALEGRE DO PRATA              ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo;N;3;2025-01-01
2025;1;RS;ÁGUA SANTA                         ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;RS;ÁGUA SANTA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SC;ABELARDO LUZ                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SC;APIÚNA                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 MAGNUM                                        ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;BALNEÁRIO ARROIO DO SILVA          ;Pistola                                           ;ALFA-PROJ (SPOL S.R.O.)                                               ;6,35mm                                            ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;BALNEÁRIO CAMBORIÚ                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SC;BALNEÁRIO GAIVOTA                  ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;SC;CAMPOS NOVOS                       ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;SC;CAMPOS NOVOS                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.38 TPC                                           ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;SC;CATANDUVAS                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;SC;CHAPECÓ                            ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;SC;CHAPECÓ                            ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;SC;CHAPECÓ                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SC;CORDILHEIRA ALTA                   ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SC;CORONEL FREITAS                    ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.40 S&W                                           ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;SC;INDAIAL                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recuperação de Arma de Fogo;N;2;2025-01-01
2025;1;SC;IRANI                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;SC;IÇARA                              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;JAGUARUNA                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;JARAGUÁ DO SUL                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo;S;1;2025-01-01
2025;1;SC;JOINVILLE                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SC;NOVA VENEZA                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;16                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;ORLEANS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;ORLEANS                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;PENHA                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SC;PORTO UNIÃO                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SC;POUSO REDONDO                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;RIO DO OESTE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;22LR/22MAG                                        ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;RIO DO OESTE                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Extravio/Perda de Arma de Fogo;N;1;2025-01-01
2025;1;SC;RIQUEZA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;SC;SEARA                              ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;SC;SOMBRIO                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SC;SÃO MIGUEL DA BOA VISTA            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;TIMBÉ DO SUL                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;TREVISO                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SC;TUBARÃO                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SC;VITOR MEIRELES                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;SC;XAXIM                              ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SE;ARACAJU                            ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;9 mm                                              ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SE;ARACAJU                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SE;ARAUÁ                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SE;BARRA DOS COQUEIROS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SE;NOSSA SENHORA DO SOCORRO           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SE;NOSSA SENHORA DO SOCORRO           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo;S;1;2025-01-01
2025;1;SP;AMERICANA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;SP;AMERICANA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apreensão de Arma de Fogo;S;2;2025-01-01
2025;1;SP;AMERICANA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;AMERICANA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;AMERICANA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;SP;AMERICANA                          ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;ARARAQUARA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;ARAÇATUBA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;AVARÉ                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SP;BARRETOS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;6,35mm                                            ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;BARRETOS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;BAURU                              ;Espingarda                                        ;EIBAR                                                                 ;28                                                ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;BAURU                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;BAURU                              ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;BAURU                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;BRAGANÇA PAULISTA                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;CAIEIRAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;CAIEIRAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;CAIEIRAS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;CAJAMAR                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;SP;CAMPINAS                           ;Pistola                                           ;BERSA                                                                 ;.380                                              ;Furto de Arma de Fogo;S;2;2025-01-01
2025;1;SP;CAMPINAS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;CAMPINAS                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;CAMPINAS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;CARAGUATATUBA                      ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-01-01
2025;1;SP;CHARQUEADA                         ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Roubo de Arma de Fogo;N;1;2025-01-01
2025;1;SP;CONCHAL                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9x19mm                                            ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SP;CORDEIRÓPOLIS                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;SP;COTIA                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;GUARATINGUETÁ                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;GUARULHOS                          ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;GUARULHOS                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;IBATÉ                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SP;ITAPECERICA DA SERRA               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito;S;1;2025-01-01
2025;1;SP;ITAPEVI                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;ITARARÉ                            ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SP;ITATIBA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo;S;3;2025-01-01
2025;1;SP;ITÁPOLIS                           ;Revolver                                          ;BAYARD (ANCIENS ETABLISSEMENTS PIEPER)                                ;.32                                               ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SP;ITÁPOLIS                           ;Revolver                                          ;COLT                                                                  ;.38                                               ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SP;JOSÉ BONIFÁCIO                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;SP;LENÇÓIS PAULISTA                   ;Espingarda                                        ;BAYARD (ANCIENS ETABLISSEMENTS PIEPER)                                ;16                                                ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;SP;LENÇÓIS PAULISTA                   ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;SP;LIMEIRA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;MARÍLIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;MARÍLIA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;MATÃO                              ;Espingarda                                        ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SP;MIRANDÓPOLIS                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento;N;2;2025-01-01
2025;1;SP;MIRANDÓPOLIS                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo;N;2;2025-01-01
2025;1;SP;MIRASSOL                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.40 S&W                                           ;Apostilada no Exercito;N;1;2025-01-01
2025;1;SP;OSASCO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;PIRACICABA                         ;Espingarda                                        ;FN HERSTAL (FABRIQUE NATIONALE D ARMES DE GUERRE HERSTAL)             ;28                                                ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;PIRACICABA                         ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;SP;PIRACICABA                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;PIRACICABA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;SP;PIRACICABA                         ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;SP;PIRAJUÍ                            ;Espingarda                                        ;SAINT ETIENNE                                                         ;16                                                ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;SP;PIRAJUÍ                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;N;1;2025-01-01
2025;1;SP;PONTES GESTAL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;SP;PRESIDENTE EPITÁCIO                ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
