ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;2;RS;CAMBARÁ DO SUL                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CAMPINA DAS MISSÕES                ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;32                                                ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;CAMPO BOM                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CANGUÇU                            ;Espingarda                                        ;ZABALA (ZABALA HERMANOS S.A.)                                         ;12                                                ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CANOAS                             ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;2;2025-02-01
2025;2;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;S;3;2025-02-01
2025;2;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CANOAS                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CANOAS                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CAPÃO DA CANOA                     ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CAPÃO DA CANOA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40 S&W                                           ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CAPÃO DA CANOA                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CARAZINHO                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38 SPL                                           ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;CERRO GRANDE DO SUL                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CERRO LARGO                        ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CONSTANTINA                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;Outros Calibres                                   ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;CRUZ ALTA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;CRUZ ALTA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ELDORADO DO SUL                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ENCRUZILHADA DO SUL                ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;ERECHIM                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;ERECHIM                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;ERECHIM                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38 SPL                                           ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;ERECHIM                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Alteração da Arma de Porte;S;1;2025-02-01
2025;2;RS;ERECHIM                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;ERNESTINA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;ERNESTINA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ERVAL SECO                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ESTEIO                             ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ESTEIO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ESTRELA VELHA                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;FARROUPILHA                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;FARROUPILHA                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;FELIZ                              ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;FLORES DA CUNHA                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;FONTOURA XAVIER                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;FORTALEZA DOS VALOS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;N;2;2025-02-01
2025;2;RS;GRAVATAÍ                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;S;2;2025-02-01
2025;2;RS;GRAVATAÍ                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;GUARANI DAS MISSÕES                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;GUARANI DAS MISSÕES                ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IBARAMA                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IBARAMA                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IBARAMA                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Apreensão de Arma de Fogo;N;2;2025-02-01
2025;2;RS;IBARAMA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IBIRAPUITÃ                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IBIRAPUITÃ                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IGREJINHA                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IGREJINHA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IJUÍ                               ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;20                                                ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IJUÍ                               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IJUÍ                               ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IMBÉ                               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Arrecadação;N;1;2025-02-01
2025;2;RS;IMBÉ                               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Arrecadação;N;1;2025-02-01
2025;2;RS;ITAPUCA                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ITAQUI                             ;Carabina                                          ;WINCHESTER                                                            ;.22 LR                                            ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ITAQUI                             ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;ITAQUI                             ;Pistola                                           ;SMITH & WESSON                                                        ;.380                                              ;Recuperação de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IVOTI                              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;IVOTI                              ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;JARI                               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;LAGOA VERMELHA                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;LAJEADO                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;LAJEADO                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Arrecadação;N;1;2025-02-01
2025;2;RS;MARAU                              ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Campanha do Desarmamento;N;1;2025-02-01
2025;2;RS;MINAS DO LEÃO                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Campanha do Desarmamento;N;1;2025-02-01
2025;2;RS;MIRAGUAÍ                           ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;MONTENEGRO                         ;Pistola                                           ;IMBEL                                                                 ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;NOVA PÁDUA                         ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;NOVA SANTA RITA                    ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;NOVA SANTA RITA                    ;Revolver                                          ;BAYARD (ANCIENS ETABLISSEMENTS PIEPER)                                ;.32                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;NOVO HAMBURGO                      ;Espingarda                                        ;HATSAN ARMS                                                           ;12                                                ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;NOVO HAMBURGO                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;NOVO HAMBURGO                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;NOVO HAMBURGO                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;NÃO-ME-TOQUE                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;NÃO-ME-TOQUE                       ;Garrucha                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;NÃO-ME-TOQUE                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;OSÓRIO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;OSÓRIO                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;OSÓRIO                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;OSÓRIO                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;PAIM FILHO                         ;Revolver                                          ;TANQUE (OJANGUREN Y VIDOSA)                                           ;.38                                               ;Campanha do Desarmamento;N;1;2025-02-01
2025;2;RS;PALMEIRA DAS MISSÕES               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;PAROBÉ                             ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;16                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;PASSO FUNDO                        ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PASSO FUNDO                        ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PASSO FUNDO                        ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PASSO FUNDO                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PASSO FUNDO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PASSO FUNDO                        ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PINHEIRO MACHADO                   ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;PINHEIRO MACHADO                   ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;BERSA                                                                 ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;FUNDALUM TANDIL                                                       ;.22 LR                                            ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;GLOCK GMBH (ÁUSTRIA)                                                  ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreensão de Arma de Fogo;S;2;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recuperação de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;S;2;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Campanha do Desarmamento;S;2;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;2;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;1;2025-02-01
2025;2;RS;PORTO ALEGRE                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreensão de Arma de Fogo;S;2;2025-02-01
2025;2;RS;PROGRESSO                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;REDENTORA                          ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.357 Mag                                          ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;REDENTORA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;RIO DOS ÍNDIOS                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;RIO GRANDE                         ;Espingarda                                        ;WINCHESTER                                                            ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;RIO GRANDE                         ;Revolver                                          ;COLT                                                                  ;.32                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;RIO GRANDE                         ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Campanha do Desarmamento;S;1;2025-02-01
2025;2;RS;RIO GRANDE                         ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;ROLANTE                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTA CRUZ DO SUL                  ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito;S;1;2025-02-01
2025;2;RS;SANTA CRUZ DO SUL                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SANTA MARIA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SANTA MARIA                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SANTA MARIA                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SANTA MARIA                        ;Rifle                                             ;ROSSI (AMADEO ROSSI S.A.)                                             ;.22 LR                                            ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SANTA ROSA                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTA ROSA                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTA VITÓRIA DO PALMAR            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45                                               ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTA VITÓRIA DO PALMAR            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Campanha do Desarmamento;N;2;2025-02-01
2025;2;RS;SANTA VITÓRIA DO PALMAR            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTANA DO LIVRAMENTO              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTANA DO LIVRAMENTO              ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;N;1;2025-02-01
2025;2;RS;SANTANA DO LIVRAMENTO              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTANA DO LIVRAMENTO              ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTO CRISTO                       ;Espingarda                                        ;REX                                                                   ;.32                                               ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SANTO ÂNGELO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SANTO ÂNGELO                       ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SANTO ÂNGELO                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SAPIRANGA                          ;Espingarda                                        ;BREDA                                                                 ;12                                                ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SAPIRANGA                          ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;N;1;2025-02-01
2025;2;RS;SAPIRANGA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SAPUCAIA DO SUL                    ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SAPUCAIA DO SUL                    ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Extravio/Perda de Arma de Fogo;S;1;2025-02-01
2025;2;RS;SERAFINA CORRÊA                    ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito;N;1;2025-02-01
2025;2;RS;SINIMBU                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Apreensão de Arma de Fogo;N;1;2025-02-01
